TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN30925_c0_g2	AT3G04710.3
TRINITY_DN30927_c0_g1	AT1G14330.1
TRINITY_DN3093_c0_g1	AT2G03500.1
TRINITY_DN3094_c0_g1	AT5G36950.1
TRINITY_DN3095_c0_g1	AT1G03530.1
TRINITY_DN30951_c0_g1	AT2G20710.1
TRINITY_DN30953_c0_g1	AT3G12110.1
TRINITY_DN30954_c0_g1	AT1G35210.1
TRINITY_DN30965_c0_g1	AT4G15520.1
TRINITY_DN3097_c0_g1	AT3G48195.1
TRINITY_DN3098_c0_g1	AT2G35060.4
TRINITY_DN30984_c0_g1	AT2G37240.1
TRINITY_DN30984_c0_g2	AT1G28690.1
TRINITY_DN3099_c0_g1	AT4G20980.4
TRINITY_DN30993_c0_g1	AT3G49710.1
TRINITY_DN30993_c0_g2	AT1G08070.1
TRINITY_DN31_c0_g1	AT4G02930.1
TRINITY_DN31_c0_g2	AT2G39580.2
TRINITY_DN310_c1_g1	AT2G29630.3
TRINITY_DN310_c2_g1	AT3G15730.1
TRINITY_DN3100_c0_g1	AT2G14835.2
TRINITY_DN31000_c0_g1	AT5G43730.5
TRINITY_DN31005_c0_g2	AT1G43760.1
TRINITY_DN31012_c0_g1	AT5G16180.1
TRINITY_DN31018_c0_g1	AT5G27260.1
TRINITY_DN3103_c0_g1	AT1G22180.3
TRINITY_DN31030_c0_g1	AT3G14470.2
TRINITY_DN31035_c0_g2	AT5G06870.1
TRINITY_DN31045_c0_g1	AT2G24350.1
TRINITY_DN31057_c0_g1	AT3G30200.1
TRINITY_DN3106_c0_g1	AT5G04810.1
TRINITY_DN3107_c0_g1	AT2G34660.2
TRINITY_DN3108_c0_g1	AT4G36870.4
TRINITY_DN31083_c0_g1	AT3G10390.4
TRINITY_DN31089_c0_g1	AT1G40390.1
TRINITY_DN3109_c0_g1	AT3G62770.1
TRINITY_DN31090_c0_g2	AT5G06740.1
TRINITY_DN31092_c0_g1	AT1G57790.1
TRINITY_DN31098_c0_g2	ATMG00300.1
TRINITY_DN311_c0_g1	AT4G26000.1
TRINITY_DN3110_c0_g1	AT3G22190.4
TRINITY_DN31100_c0_g3	ATMG00710.1
TRINITY_DN31106_c0_g1	AT4G33870.1
TRINITY_DN31107_c0_g1	AT1G25682.2
TRINITY_DN3111_c0_g1	AT2G45790.1
TRINITY_DN31111_c0_g1	AT5G35695.1
TRINITY_DN31113_c1_g1	AT1G43760.1
TRINITY_DN31123_c0_g1	AT5G17580.1
TRINITY_DN3113_c0_g1	AT3G10500.2
TRINITY_DN31132_c0_g5	AT3G56840.1
TRINITY_DN31135_c0_g1	AT4G23160.3
TRINITY_DN31139_c2_g1	AT5G02880.2
TRINITY_DN31139_c3_g1	AT5G02880.2
TRINITY_DN31139_c5_g1	AT4G38600.3
TRINITY_DN3114_c1_g1	AT1G14150.1
TRINITY_DN31143_c0_g1	AT1G27370.6
TRINITY_DN3115_c0_g1	AT2G32760.3
TRINITY_DN3115_c0_g2	AT5G62700.1
TRINITY_DN3115_c0_g3	AT5G12250.1
TRINITY_DN31151_c1_g1	AT1G15910.1
TRINITY_DN3116_c0_g1	AT3G15210.1
TRINITY_DN31162_c0_g1	AT5G42390.1
TRINITY_DN3117_c0_g1	AT2G17970.1
TRINITY_DN3117_c1_g1	AT5G48340.3
TRINITY_DN3117_c2_g1	AT3G48860.1
TRINITY_DN3117_c3_g1	AT5G51540.1
TRINITY_DN31172_c0_g2	AT1G79680.1
TRINITY_DN31177_c0_g1	AT5G39790.3
TRINITY_DN31181_c0_g1	AT3G25980.1
TRINITY_DN31186_c0_g1	AT2G24860.1
TRINITY_DN31188_c0_g2	AT5G43010.1
TRINITY_DN31194_c0_g1	AT1G80710.1
TRINITY_DN31198_c0_g1	AT5G42800.1
TRINITY_DN312_c0_g1	AT5G32440.1
TRINITY_DN3120_c0_g1	AT1G01140.1
TRINITY_DN31208_c0_g1	AT1G17160.1
TRINITY_DN3121_c0_g1	AT4G32890.1
TRINITY_DN31214_c0_g1	AT1G47550.1
TRINITY_DN3122_c0_g1	AT3G14860.1
TRINITY_DN31226_c0_g1	AT4G17250.2
TRINITY_DN3123_c1_g1	AT2G31040.1
TRINITY_DN3124_c0_g1	AT1G70760.1
TRINITY_DN31242_c0_g1	AT1G14040.1
TRINITY_DN31248_c1_g2	AT3G05070.1
TRINITY_DN31252_c0_g1	AT3G24255.1
TRINITY_DN31254_c0_g1	AT1G21680.1
TRINITY_DN3126_c0_g1	AT4G03100.1
TRINITY_DN31265_c0_g1	AT2G21630.1
TRINITY_DN31266_c0_g1	AT4G25200.1
TRINITY_DN31269_c1_g1	AT5G56300.1
TRINITY_DN3127_c0_g1	AT3G28480.1
TRINITY_DN31273_c0_g1	AT3G47570.1
TRINITY_DN31273_c1_g1	AT3G47570.1
TRINITY_DN31273_c2_g1	AT3G47570.1
TRINITY_DN31273_c2_g3	AT3G47570.1
TRINITY_DN31274_c0_g1	AT5G64620.1
TRINITY_DN31288_c0_g1	AT4G17240.1
TRINITY_DN3129_c0_g1	AT3G12340.1
TRINITY_DN3129_c1_g1	AT4G26485.1
TRINITY_DN31290_c0_g1	AT5G56040.2
TRINITY_DN31292_c0_g1	AT2G27230.2
TRINITY_DN31299_c1_g2	AT5G18880.1
TRINITY_DN313_c0_g1	AT1G13360.1
TRINITY_DN3130_c0_g1	AT1G22770.1
TRINITY_DN3130_c0_g2	AT4G04670.1
TRINITY_DN31303_c0_g1	AT4G27290.2
TRINITY_DN31303_c0_g2	AT4G27290.1
TRINITY_DN31304_c0_g1	AT3G01640.2
TRINITY_DN3131_c0_g1	AT4G24930.1
TRINITY_DN3132_c0_g2	AT5G56500.2
TRINITY_DN31328_c0_g2	AT3G57785.1
TRINITY_DN3133_c0_g1	AT1G50840.1
TRINITY_DN31332_c0_g1	AT1G78170.1
TRINITY_DN31337_c0_g1	AT4G23180.3
TRINITY_DN31337_c2_g1	AT4G23220.1
TRINITY_DN3134_c0_g1	AT1G60995.1
TRINITY_DN3135_c0_g1	AT2G22740.2
TRINITY_DN31350_c0_g2	AT4G27290.2
TRINITY_DN31350_c0_g3	AT4G27290.2
TRINITY_DN31350_c1_g2	AT4G27290.1
TRINITY_DN31352_c0_g2	ATMG00860.1
TRINITY_DN31357_c0_g2	AT1G54790.1
TRINITY_DN3136_c0_g3	AT1G70600.1
TRINITY_DN3136_c0_g4	AT1G70600.1
TRINITY_DN31361_c1_g2	AT4G21390.2
TRINITY_DN31366_c0_g1	AT5G56790.1
TRINITY_DN31368_c0_g1	AT1G12520.2
TRINITY_DN31370_c0_g1	AT4G17250.1
TRINITY_DN31379_c0_g1	AT1G59720.1
TRINITY_DN31380_c1_g1	AT1G06840.1
TRINITY_DN31392_c0_g3	AT5G19780.1
TRINITY_DN31398_c0_g1	AT3G24255.7
TRINITY_DN3140_c0_g1	AT4G35780.1
TRINITY_DN31408_c0_g1	AT5G55830.1
TRINITY_DN3141_c0_g1	AT1G12000.1
TRINITY_DN31418_c0_g2	AT1G48360.2
TRINITY_DN3143_c0_g1	AT5G03990.1
TRINITY_DN31432_c0_g1	AT1G33140.1
TRINITY_DN31432_c1_g1	AT5G38650.1
TRINITY_DN31434_c0_g1	AT2G15900.1
TRINITY_DN3144_c0_g1	AT5G58720.1
TRINITY_DN31448_c0_g1	AT5G35695.1
TRINITY_DN31451_c0_g1	AT1G19200.1
TRINITY_DN31452_c0_g1	AT2G17980.1
TRINITY_DN3146_c0_g1	AT3G59820.4
TRINITY_DN3147_c0_g1	AT5G41410.1
TRINITY_DN3147_c0_g2	AT2G46870.1
TRINITY_DN3147_c1_g1	AT3G54220.1
TRINITY_DN3147_c2_g1	AT2G27930.4
TRINITY_DN3148_c0_g1	AT1G63610.1
TRINITY_DN31487_c0_g1	AT2G21070.3
TRINITY_DN3149_c0_g1	AT4G25700.1
TRINITY_DN31496_c1_g1	AT1G53570.7
TRINITY_DN31496_c2_g1	AT1G53570.7
TRINITY_DN315_c0_g1	AT1G73150.2
TRINITY_DN3150_c0_g1	AT1G33360.1
TRINITY_DN3151_c0_g1	AT5G19390.2
TRINITY_DN31510_c0_g1	AT3G21300.1
TRINITY_DN31516_c0_g1	AT1G06900.1
TRINITY_DN31518_c1_g1	AT2G15480.1
TRINITY_DN3152_c0_g1	AT3G32940.1
TRINITY_DN31521_c0_g1	AT1G10340.2
TRINITY_DN31529_c0_g1	AT5G42100.1
TRINITY_DN3153_c0_g1	AT4G24220.2
TRINITY_DN31546_c1_g1	AT2G29250.1
TRINITY_DN31549_c0_g1	AT3G29230.1
TRINITY_DN3155_c0_g1	AT3G26570.2
TRINITY_DN3156_c0_g1	AT1G50120.1
TRINITY_DN3156_c0_g2	AT3G23740.1
TRINITY_DN31562_c0_g1	AT3G46790.1
TRINITY_DN31563_c0_g1	AT5G08350.1
TRINITY_DN31568_c0_g1	AT3G47090.1
TRINITY_DN3157_c0_g1	AT1G31850.4
TRINITY_DN3157_c0_g2	AT2G20300.1
TRINITY_DN31570_c0_g1	AT1G21830.1
TRINITY_DN3158_c0_g1	AT1G06780.1
TRINITY_DN31582_c0_g1	AT1G46480.2
TRINITY_DN3159_c0_g1	AT1G61690.1
TRINITY_DN31596_c1_g1	AT5G42690.5
TRINITY_DN316_c0_g1	AT3G05940.1
TRINITY_DN3160_c0_g1	AT1G73530.1
TRINITY_DN31608_c0_g1	AT5G23850.1
TRINITY_DN31608_c2_g1	AT5G23850.1
TRINITY_DN31609_c0_g1	AT1G43770.3
TRINITY_DN3161_c0_g1	AT4G15780.1
TRINITY_DN31612_c0_g1	AT5G15010.1
TRINITY_DN31621_c0_g1	AT4G23160.3
TRINITY_DN31623_c0_g1	AT3G21090.1
TRINITY_DN31626_c0_g1	AT3G14570.3
TRINITY_DN3163_c0_g1	AT3G07400.1
TRINITY_DN3163_c0_g2	AT3G07400.1
TRINITY_DN3163_c1_g1	AT5G20060.4
TRINITY_DN31635_c0_g2	AT5G10250.2
TRINITY_DN31636_c0_g1	AT1G26560.1
TRINITY_DN3164_c0_g1	AT4G01130.1
TRINITY_DN3164_c1_g1	AT4G01130.3
TRINITY_DN31654_c0_g1	AT4G08850.1
TRINITY_DN31658_c0_g1	AT3G63430.2
TRINITY_DN3166_c0_g1	AT2G03140.6
TRINITY_DN31661_c0_g1	AT4G03600.1
TRINITY_DN31668_c0_g1	AT3G62260.1
TRINITY_DN3167_c0_g1	AT4G14720.1
TRINITY_DN31675_c0_g1	AT5G55390.3
TRINITY_DN31678_c0_g1	AT3G49240.1
TRINITY_DN3168_c0_g1	AT1G32360.1
TRINITY_DN3169_c0_g1	AT5G56000.1
TRINITY_DN3169_c1_g1	AT5G56000.1
TRINITY_DN31698_c0_g1	AT3G47090.1
TRINITY_DN317_c0_g1	AT3G48260.1
TRINITY_DN3170_c0_g1	AT5G01010.1
TRINITY_DN31701_c0_g1	AT4G30840.1
TRINITY_DN31703_c0_g1	AT4G21070.1
TRINITY_DN31707_c0_g1	AT1G11290.1
TRINITY_DN31707_c0_g2	AT4G21065.2
TRINITY_DN31707_c2_g1	AT2G39040.1
TRINITY_DN31717_c0_g1	AT2G42130.4
TRINITY_DN31723_c0_g1	AT1G69550.1
TRINITY_DN31726_c0_g1	AT3G08820.1
TRINITY_DN3173_c0_g2	AT1G05350.1
TRINITY_DN31734_c0_g1	ATMG00860.1
TRINITY_DN31736_c0_g1	AT3G14470.2
TRINITY_DN3175_c0_g1	AT5G58250.1
TRINITY_DN31756_c0_g1	AT4G23160.3
TRINITY_DN31758_c0_g1	AT1G14870.1
TRINITY_DN31758_c0_g2	AT1G14870.1
TRINITY_DN3176_c0_g1	AT3G53990.1
TRINITY_DN31769_c0_g1	AT1G19025.2
TRINITY_DN31773_c0_g1	AT3G26085.2
TRINITY_DN31774_c0_g1	AT1G53680.1
TRINITY_DN3178_c0_g1	AT2G25680.1
TRINITY_DN31781_c0_g1	AT1G08070.2
TRINITY_DN31782_c0_g1	AT1G17450.3
TRINITY_DN31786_c0_g1	AT5G48290.1
TRINITY_DN31792_c0_g1	AT5G67270.1
TRINITY_DN31794_c0_g1	AT1G70520.1
TRINITY_DN31794_c0_g2	AT1G70520.1
TRINITY_DN31794_c1_g1	AT1G70520.1
TRINITY_DN31794_c2_g1	AT1G70520.1
TRINITY_DN318_c0_g1	AT5G60410.5
TRINITY_DN3180_c0_g1	AT5G42350.1
TRINITY_DN3181_c0_g1	AT2G40980.1
TRINITY_DN31810_c0_g1	AT1G21780.2
TRINITY_DN31811_c0_g1	AT5G07900.1
TRINITY_DN3182_c0_g1	AT1G23740.1
TRINITY_DN31824_c2_g2	AT1G04210.1
TRINITY_DN3183_c1_g1	AT4G04670.1
TRINITY_DN31831_c0_g1	AT2G37710.1
TRINITY_DN31836_c0_g1	AT3G14470.2
TRINITY_DN31838_c0_g1	AT2G04865.2
TRINITY_DN3184_c0_g1	AT4G17900.1
TRINITY_DN3185_c0_g1	AT1G70505.3
TRINITY_DN3186_c0_g1	AT5G25610.1
TRINITY_DN31867_c1_g3	AT5G40820.4
TRINITY_DN3187_c0_g1	AT1G60420.1
TRINITY_DN31889_c0_g1	AT5G53980.1
TRINITY_DN3189_c0_g1	AT1G06890.4
TRINITY_DN31891_c0_g1	AT3G54720.1
TRINITY_DN31894_c0_g1	AT3G02650.1
TRINITY_DN319_c1_g1	AT5G24010.1
TRINITY_DN3190_c0_g1	AT5G21170.3
TRINITY_DN31901_c0_g1	ATCG00120.1
TRINITY_DN31915_c0_g1	AT1G43980.1
TRINITY_DN31915_c0_g2	AT4G02750.1
TRINITY_DN3192_c0_g1	AT1G52770.1
TRINITY_DN31921_c0_g1	AT5G49610.1
TRINITY_DN31925_c0_g1	AT2G34930.1
TRINITY_DN3193_c0_g1	AT2G35790.1
TRINITY_DN31931_c2_g2	AT1G12775.1
TRINITY_DN31934_c0_g1	AT5G02640.1
TRINITY_DN31937_c0_g1	AT5G10310.1
TRINITY_DN31939_c0_g1	AT1G01610.1
TRINITY_DN3194_c0_g1	AT1G16610.7
TRINITY_DN3195_c0_g1	AT2G19270.1
TRINITY_DN3196_c0_g1	AT1G05500.1
TRINITY_DN31969_c0_g1	ATMG00860.1
TRINITY_DN3197_c0_g1	AT1G50840.1
TRINITY_DN3198_c0_g1	AT5G66820.1
TRINITY_DN3199_c0_g1	AT1G30960.1
TRINITY_DN32_c0_g1	AT3G48770.2
TRINITY_DN320_c0_g1	AT1G10650.2
TRINITY_DN3200_c0_g1	AT2G45880.1
TRINITY_DN32000_c0_g1	AT3G27640.2
TRINITY_DN32001_c0_g1	AT1G11340.2
TRINITY_DN3201_c0_g1	AT2G39290.1
TRINITY_DN3202_c0_g1	AT3G09180.3
TRINITY_DN3202_c1_g1	AT3G05850.1
TRINITY_DN3203_c0_g1	AT3G16490.1
TRINITY_DN32036_c1_g1	ATMG00860.1
TRINITY_DN3204_c0_g1	AT1G63430.3
TRINITY_DN32045_c0_g1	AT1G77780.1
TRINITY_DN32047_c0_g1	AT5G49770.1
TRINITY_DN3205_c0_g1	AT1G17360.1
TRINITY_DN32053_c0_g1	AT3G46660.1
TRINITY_DN32056_c0_g1	AT4G21065.1
TRINITY_DN3206_c0_g1	AT2G44940.1
TRINITY_DN32062_c0_g1	AT4G31820.2
TRINITY_DN3207_c0_g1	AT1G75690.1
TRINITY_DN32070_c1_g1	AT1G49910.1
TRINITY_DN32070_c2_g1	AT3G19590.1
TRINITY_DN3208_c0_g1	AT5G02770.1
TRINITY_DN32089_c0_g1	AT2G25605.1
TRINITY_DN3209_c0_g1	AT5G52440.1
TRINITY_DN321_c0_g1	AT1G56720.4
TRINITY_DN321_c0_g2	AT1G27190.1
TRINITY_DN321_c1_g1	AT3G28450.1
TRINITY_DN32106_c0_g1	AT3G14690.1
TRINITY_DN32107_c0_g1	AT3G19330.4
TRINITY_DN3211_c0_g1	AT3G28715.2
TRINITY_DN32112_c2_g2	AT1G07080.1
TRINITY_DN32115_c1_g1	AT1G55290.1
TRINITY_DN32115_c2_g1	AT1G55290.1
TRINITY_DN32118_c1_g2	AT5G42400.8
TRINITY_DN32118_c4_g1	AT5G42400.8
TRINITY_DN3212_c0_g1	AT3G63460.1
TRINITY_DN32120_c0_g3	AT4G11740.1
TRINITY_DN3213_c0_g1	AT1G22540.1
TRINITY_DN32136_c0_g1	AT3G52730.1
TRINITY_DN3214_c0_g1	AT3G52600.1
TRINITY_DN3214_c0_g2	AT3G52600.1
TRINITY_DN32145_c0_g3	AT4G29090.1
TRINITY_DN32148_c0_g1	AT1G27340.1
TRINITY_DN3215_c0_g1	AT2G42520.3
TRINITY_DN32167_c0_g2	AT2G42920.2
TRINITY_DN32168_c0_g1	AT5G20630.1
TRINITY_DN3217_c0_g1	AT1G79870.1
TRINITY_DN32170_c1_g2	AT4G28690.2
TRINITY_DN32176_c0_g1	AT1G20980.1
TRINITY_DN3218_c1_g1	AT2G27230.2
TRINITY_DN32188_c0_g2	AT5G46400.3
TRINITY_DN3219_c0_g1	AT2G39260.1
TRINITY_DN322_c0_g1	AT5G03280.1
TRINITY_DN32206_c0_g1	AT1G62930.1
TRINITY_DN32208_c0_g1	AT1G52220.1
TRINITY_DN3221_c0_g1	AT5G26940.4
TRINITY_DN32210_c0_g1	AT2G31900.3
TRINITY_DN32212_c0_g1	AT4G27660.1
TRINITY_DN32214_c1_g1	AT1G79120.2
TRINITY_DN3222_c0_g1	AT2G16600.2
TRINITY_DN32222_c0_g1	AT3G54630.1
TRINITY_DN32222_c1_g1	AT3G54630.1
TRINITY_DN32224_c0_g1	AT4G08850.1
TRINITY_DN32225_c0_g4	AT5G47900.2
TRINITY_DN32227_c0_g1	AT2G26570.2
TRINITY_DN3223_c0_g1	AT4G38510.5
TRINITY_DN32240_c0_g2	AT5G17280.1
TRINITY_DN32240_c0_g3	AT5G17280.1
TRINITY_DN32244_c0_g1	AT5G36910.1
TRINITY_DN32249_c0_g2	AT4G03200.1
TRINITY_DN3225_c0_g1	AT5G50960.1
TRINITY_DN32250_c0_g1	AT3G18070.5
TRINITY_DN32254_c0_g2	AT4G36090.3
TRINITY_DN3226_c1_g1	AT1G32730.1
TRINITY_DN32263_c0_g2	AT2G32520.4
TRINITY_DN32267_c0_g1	AT1G16130.1
TRINITY_DN32268_c0_g1	AT2G40240.1
TRINITY_DN3227_c0_g1	AT1G65430.1
TRINITY_DN32272_c0_g1	AT1G43760.1
TRINITY_DN3228_c0_g2	AT4G30100.2
TRINITY_DN3229_c0_g1	AT2G46420.3
TRINITY_DN32292_c0_g1	AT1G55880.2
TRINITY_DN32292_c2_g1	AT1G77750.1
TRINITY_DN32292_c2_g2	ATMG01275.1
TRINITY_DN32293_c0_g1	AT5G15130.1
TRINITY_DN32295_c4_g1	AT4G17280.1
TRINITY_DN32299_c0_g1	AT3G05850.1
TRINITY_DN323_c0_g1	AT1G29340.1
TRINITY_DN3230_c0_g1	AT5G05610.2
TRINITY_DN32307_c0_g2	ATMG01250.1
TRINITY_DN3232_c0_g2	AT1G18720.2
TRINITY_DN32320_c0_g1	AT4G37850.2
TRINITY_DN32326_c0_g1	AT3G25270.1
TRINITY_DN32329_c0_g1	AT2G23770.1
TRINITY_DN3233_c0_g1	AT5G52430.1
TRINITY_DN32330_c0_g1	AT3G52050.2
TRINITY_DN32337_c0_g2	AT3G53810.1
TRINITY_DN3235_c0_g1	AT5G42920.2
TRINITY_DN32353_c2_g1	ATMG00710.1
TRINITY_DN32353_c3_g1	ATMG00300.1
TRINITY_DN32356_c0_g1	AT3G03610.3
TRINITY_DN32359_c0_g1	AT4G37170.1
TRINITY_DN3236_c0_g1	AT5G27640.3
TRINITY_DN3237_c0_g1	AT1G01040.1
TRINITY_DN32371_c0_g1	AT1G07320.2
TRINITY_DN3238_c0_g1	AT3G13620.1
TRINITY_DN32384_c0_g2	AT1G48410.1
TRINITY_DN32385_c0_g1	AT3G54050.2
TRINITY_DN3239_c0_g1	AT5G19640.1
TRINITY_DN32390_c0_g2	AT5G25757.1
TRINITY_DN32393_c0_g1	AT5G20480.2
TRINITY_DN32395_c0_g1	AT5G11580.1
TRINITY_DN32398_c0_g1	AT3G24255.7
TRINITY_DN324_c0_g1	AT4G24330.1
TRINITY_DN3240_c0_g1	AT2G26570.2
TRINITY_DN32401_c1_g1	AT1G20670.1
TRINITY_DN32403_c1_g1	AT1G19260.1
TRINITY_DN32406_c1_g1	AT1G17870.1
TRINITY_DN3241_c0_g1	AT2G31390.1
TRINITY_DN3242_c0_g2	AT2G35920.2
TRINITY_DN32420_c0_g2	AT5G56840.1
TRINITY_DN32422_c0_g1	AT1G74810.5
TRINITY_DN32424_c0_g1	AT5G48130.1
TRINITY_DN32429_c0_g1	AT1G76360.1
TRINITY_DN32429_c0_g2	AT5G02290.2
TRINITY_DN3243_c0_g1	AT3G63410.1
TRINITY_DN3243_c1_g1	AT3G42170.2
TRINITY_DN32430_c0_g1	AT1G70650.1
TRINITY_DN32437_c0_g1	AT5G38970.4
TRINITY_DN32439_c0_g1	AT3G19570.1
TRINITY_DN32445_c0_g1	AT1G69490.1
TRINITY_DN32447_c0_g1	AT4G21760.1
TRINITY_DN3245_c0_g1	AT1G08060.2
TRINITY_DN3245_c1_g1	AT5G44800.1
TRINITY_DN3245_c1_g2	AT1G08060.2
TRINITY_DN3246_c0_g1	AT1G42990.1
TRINITY_DN32460_c2_g1	ATMG00810.1
TRINITY_DN32462_c0_g1	AT1G74790.1
TRINITY_DN3247_c0_g1	AT1G03670.1
TRINITY_DN32479_c0_g1	AT4G21970.1
TRINITY_DN3248_c0_g1	AT3G49490.1
TRINITY_DN3248_c1_g1	AT5G46910.1
TRINITY_DN3249_c0_g1	AT5G15270.3
TRINITY_DN32491_c0_g1	AT5G54680.1
TRINITY_DN32494_c0_g3	AT1G11890.1
TRINITY_DN32496_c0_g1	AT2G17010.2
TRINITY_DN325_c0_g1	AT1G75400.1
TRINITY_DN3250_c0_g1	AT5G62670.1
TRINITY_DN32503_c0_g1	AT5G47710.4
TRINITY_DN3251_c0_g1	AT5G65210.7
TRINITY_DN32512_c2_g1	AT1G40390.1
TRINITY_DN32517_c0_g2	AT1G06740.1
TRINITY_DN3252_c0_g1	AT5G01270.1
TRINITY_DN32532_c0_g3	AT2G34450.4
TRINITY_DN32539_c0_g1	AT3G43270.1
TRINITY_DN3254_c0_g1	AT1G12830.1
TRINITY_DN32545_c0_g1	AT5G22860.1
TRINITY_DN32545_c0_g4	AT5G22860.8
TRINITY_DN3255_c0_g1	AT5G10750.1
TRINITY_DN32551_c0_g2	AT5G59320.1
TRINITY_DN32555_c0_g2	AT5G45360.1
TRINITY_DN32559_c0_g3	AT2G23450.2
TRINITY_DN3256_c0_g1	AT5G12400.1
TRINITY_DN32565_c0_g1	AT3G52490.1
TRINITY_DN3257_c0_g1	AT3G03210.1
TRINITY_DN32577_c1_g1	AT5G35370.1
TRINITY_DN3258_c0_g1	AT4G38500.1
TRINITY_DN32585_c0_g1	AT1G21280.1
TRINITY_DN32588_c0_g2	AT1G14060.1
TRINITY_DN3259_c0_g1	AT4G36810.1
TRINITY_DN326_c0_g1	AT1G42550.1
TRINITY_DN326_c1_g1	AT1G02100.2
TRINITY_DN326_c2_g1	AT4G23160.3
TRINITY_DN326_c2_g3	AT4G23160.3
TRINITY_DN3260_c0_g1	AT1G76720.1
TRINITY_DN32607_c0_g1	AT3G42170.1
TRINITY_DN3261_c0_g3	AT5G35110.1
TRINITY_DN32615_c0_g1	AT5G43310.4
TRINITY_DN32618_c0_g1	AT1G67140.1
TRINITY_DN3262_c0_g1	AT1G04220.1
TRINITY_DN3262_c0_g2	AT4G37925.1
TRINITY_DN3263_c0_g1	AT2G16460.1
TRINITY_DN32633_c0_g1	AT5G61865.1
TRINITY_DN32636_c0_g1	AT2G32590.1
TRINITY_DN3264_c0_g1	AT1G12770.2
TRINITY_DN32657_c0_g1	AT3G61360.1
TRINITY_DN32658_c0_g1	AT2G28290.5
TRINITY_DN3266_c2_g1	AT3G62870.1
TRINITY_DN3267_c0_g1	AT5G38640.1
TRINITY_DN32675_c0_g2	AT3G10980.1
TRINITY_DN3268_c0_g1	AT1G47480.1
TRINITY_DN32680_c0_g2	AT2G16880.1
TRINITY_DN32683_c0_g1	AT3G14470.2
TRINITY_DN3269_c0_g2	AT2G37330.1
TRINITY_DN32690_c0_g1	AT1G79620.2
TRINITY_DN32692_c0_g1	AT3G24255.5
TRINITY_DN32692_c1_g1	AT2G01050.1
TRINITY_DN327_c0_g1	AT2G43010.4
TRINITY_DN3270_c0_g1	AT1G70210.1
TRINITY_DN3271_c0_g1	AT2G01600.1
TRINITY_DN3271_c1_g1	AT5G58420.1
TRINITY_DN32710_c1_g1	AT3G13275.1
TRINITY_DN3272_c0_g1	AT1G77250.1
TRINITY_DN32723_c0_g1	AT3G50170.1
TRINITY_DN32726_c0_g1	AT1G32530.1
TRINITY_DN3273_c0_g1	AT1G54130.1
TRINITY_DN32730_c0_g1	AT3G22450.2
TRINITY_DN32733_c0_g3	AT1G68550.2
TRINITY_DN32734_c0_g1	AT5G17220.1
TRINITY_DN32737_c0_g1	AT1G11990.2
TRINITY_DN3274_c0_g1	AT2G16400.1
TRINITY_DN32747_c0_g2	AT1G09380.1
TRINITY_DN3275_c0_g1	AT5G46250.1
TRINITY_DN3275_c1_g1	AT3G26580.1
TRINITY_DN32750_c0_g1	AT5G63970.2
TRINITY_DN32755_c0_g1	AT1G79200.1
TRINITY_DN3276_c0_g1	AT5G42390.2
TRINITY_DN32764_c0_g1	AT3G20500.1
TRINITY_DN3277_c0_g1	AT4G22000.1
TRINITY_DN32776_c0_g1	AT5G51330.1
TRINITY_DN32784_c0_g3	AT5G05460.1
TRINITY_DN32787_c1_g1	AT5G25260.1
TRINITY_DN3279_c0_g1	AT1G68690.3
TRINITY_DN32790_c0_g1	AT3G21150.1
TRINITY_DN32792_c0_g1	AT2G22870.1
TRINITY_DN32796_c0_g2	AT1G48100.1
TRINITY_DN32796_c0_g3	AT1G48100.1
TRINITY_DN328_c0_g1	AT5G63190.2
TRINITY_DN3280_c0_g1	AT1G67560.1
TRINITY_DN32809_c0_g1	AT2G37410.2
TRINITY_DN3281_c0_g1	AT5G21040.3
TRINITY_DN3282_c0_g1	AT4G31530.1
TRINITY_DN32823_c0_g2	AT5G18525.1
TRINITY_DN32825_c0_g1	AT2G24130.2
TRINITY_DN32828_c0_g1	AT1G09620.1
TRINITY_DN32830_c2_g1	AT5G11470.2
TRINITY_DN3284_c0_g1	AT1G06930.1
TRINITY_DN32847_c0_g4	AT3G15430.6
TRINITY_DN3285_c0_g1	AT1G28760.1
TRINITY_DN32852_c0_g2	AT5G51290.2
TRINITY_DN32853_c0_g1	AT1G29980.1
TRINITY_DN32859_c0_g1	AT1G43760.1
TRINITY_DN3286_c0_g1	AT3G03550.1
TRINITY_DN32862_c0_g1	AT3G07040.1
TRINITY_DN32868_c1_g2	ATMG00810.1
TRINITY_DN3287_c0_g1	AT4G38060.1
TRINITY_DN32878_c1_g1	AT1G67000.1
TRINITY_DN32882_c0_g1	AT5G67170.3
TRINITY_DN32884_c0_g1	AT5G23190.1
TRINITY_DN3289_c0_g1	AT1G51590.1
TRINITY_DN32895_c0_g2	AT4G39710.3
TRINITY_DN329_c0_g1	AT3G54390.1
TRINITY_DN3290_c0_g1	AT3G22680.1
TRINITY_DN32903_c0_g1	AT1G01600.1
TRINITY_DN32909_c0_g1	AT5G17770.1
TRINITY_DN3291_c0_g1	AT3G52710.1
TRINITY_DN3292_c0_g1	AT5G36260.1
TRINITY_DN32929_c1_g1	AT3G29765.1
TRINITY_DN3293_c0_g1	AT1G35660.1
TRINITY_DN32930_c0_g1	AT4G00230.1
